date,commit,mode,track,laps_completed,best_lap,total_time,collisions_major,finish_reason,notes
2026-06-10,c4126ea,fastest,basic,0,,300.0,0,timeout,"降低估计器 y_span 门槛，弯道风险直接触发 hard_turn，并在远近项冲突时优先回中；右上角卡点已通过，300s 结束在约 x=55,y=-27，仍未完成一圈。"
2026-06-10,local,fastest,basic,1,288.187,288.187,0,physical_finish,"非 debug 单文件控制器实跑；本地 supervisor metadata 仍因 checkpoint 坐标不匹配显示 timeout/laps=0，但 telemetry 显示 t=288.187s 在 x=-19.498,y=122.6 穿过起点区域，300s 结束在 x=-19.741,y=155.472。"
2026-06-12T08:54:15Z,587999b,fastest,validator_only,,,,,,14.128,14.408,1,1,1,1,拆分 fastest/safe 参数，新增渐进式弯道速度、赛车线偏置和预判加减速
2026-06-12T08:54:16Z,587999b,safe,validator_only,,,,,,14.258,15.361,1,1,1,1,拆分 fastest/safe 参数，新增渐进式弯道速度、赛车线偏置和预判加减速
2026-06-12T09:51:11Z,587999b,fastest,basic,0,,159.904,0,admin_stop,2.97,5.0,159.904,14.051,14.356,1,1,1,1,
